Location,Crop,Rainfall,Temperature,Humidity,Date,Crop_Price
Guntur,Chilli,1100,23,57,Dec-21,110.9
Guntur,Chilli,1175,26,56,Dec-21,110.1
Guntur,Chilli,980,32,56,Jan-22,110.8
Guntur,Chilli,903,21,50,Jan-22,107.8
Guntur,Chilli,604,24,54,Jan-22,124.6
Guntur,Chilli,860,31,54,Jan-22,117
Guntur,Chilli,1062,22,55,Jan-22,114.4
Guntur,Chilli,1007,31,52,Feb-22,104
Guntur,Chilli,712,28,60,Feb-22,100.1
Guntur,Chilli,983,33,53,Feb-22,98.9
Guntur,Chilli,688,31,68,Feb-22,115.4
Guntur,Chilli,941,29,66,Feb-22,121.6
Guntur,Chilli,722,24,59,Mar-22,88
Guntur,Chilli,784,24,50,Mar-22,87.8
Guntur,Chilli,842,28,69,Mar-22,85.5
Guntur,Chilli,915,24,70,Mar-22,89.4
Guntur,Chilli,773,20,64,Mar-22,114.2
Guntur,Chilli,779,32,66,Apr-22,110.6
Guntur,Chilli,972,28,59,Apr-22,99.8
Guntur,Chilli,705,28,54,Apr-22,112.2
Guntur,Chilli,1139,31,65,Apr-22,115.2
Guntur,Chilli,990,29,52,Apr-22,119.3
Guntur,Chilli,980,26,61,May-22,118.6
Guntur,Chilli,822,24,55,May-22,111.9
Guntur,Chilli,741,21,60,May-22,114
Guntur,Chilli,1018,27,61,May-22,115
Guntur,Chilli,883,27,54,May-22,119.3
Guntur,Chilli,1109,25,65,Jun-22,141.3
Guntur,Chilli,863,31,57,Jun-22,117.2
Guntur,Chilli,702,23,52,Jun-22,127.9
Guntur,Chilli,1163,22,55,Jun-22,127.8
Guntur,Chilli,621,31,56,Jun-22,135.4
Guntur,Chilli,727,33,62,Jul-22,147.5
Guntur,Chilli,764,32,55,Jul-22,149.4
Guntur,Chilli,1189,22,58,Jul-22,151.4
Guntur,Chilli,753,20,68,Jul-22,146.7
Guntur,Chilli,889,30,52,Jul-22,149.8
Guntur,Chilli,1093,21,59,Aug-22,159.5
Guntur,Chilli,744,33,66,Aug-22,151.2
Guntur,Chilli,924,33,51,Aug-22,146.8
Guntur,Chilli,630,26,68,Aug-22,143
Guntur,Chilli,729,31,65,Aug-22,141.5
Guntur,Chilli,796,24,55,Sep-22,158.2
Guntur,Chilli,832,27,61,Sep-22,154.9
Guntur,Chilli,1060,23,54,Sep-22,156.4
Guntur,Chilli,1056,29,51,Sep-22,158
Guntur,Chilli,882,22,53,Sep-22,140.3
Guntur,Chilli,831,24,57,Oct-22,146.4
Guntur,Chilli,649,21,62,Oct-22,139.6
Guntur,Chilli,831,24,63,Oct-22,146.5
Guntur,Chilli,893,22,54,Oct-22,143
Guntur,Chilli,676,29,55,Oct-22,134.5
Guntur,Chilli,701,31,56,Nov-22,117.2
Guntur,Chilli,648,33,53,Nov-22,126.2
Guntur,Chilli,981,32,50,Nov-22,140.5
Guntur,Chilli,724,33,55,Nov-22,127.6
Guntur,Chilli,1164,30,54,Nov-22,123
Guntur,Chilli,905,20,51,Dec-22,124.7
Guntur,Chilli,1189,24,53,Dec-22,131.8
Guntur,Chilli,752,24,56,Dec-22,125.6
Guntur,Chilli,929,23,65,Dec-22,127.9
Guntur,Chilli,989,20,51,Dec-22,123.6
Guntur,Chilli,960,27,61,Jan-23,118.7
Guntur,Chilli,997,26,69,Jan-23,119.5
Guntur,Chilli,980,23,68,Jan-23,125.4
Guntur,Chilli,1066,20,55,Jan-23,121.1
Guntur,Chilli,867,31,52,Jan-23,122.8
Guntur,Chilli,618,22,53,Feb-23,102.2
Guntur,Chilli,645,31,70,Feb-23,98
Guntur,Chilli,846,29,54,Feb-23,110.4
Guntur,Chilli,895,30,60,Feb-23,115.9
Guntur,Chilli,743,21,67,Feb-23,107.9
Guntur,Chilli,1056,25,67,Mar-23,102.1
Guntur,Chilli,881,29,59,Mar-23,106.1
Guntur,Chilli,696,27,55,Mar-23,85.2
Guntur,Chilli,1084,22,63,Mar-23,87.9
Guntur,Chilli,992,22,63,Mar-23,108
Guntur,Chilli,1072,29,69,Apr-23,102.9
Guntur,Chilli,962,21,58,Apr-23,108.6
Guntur,Chilli,974,33,52,Apr-23,99.4
Guntur,Chilli,1025,21,54,Apr-23,111.9
Guntur,Chilli,1108,21,57,Apr-23,116.3
Guntur,Chilli,1077,20,53,May-23,119.3
Guntur,Chilli,1129,21,68,May-23,117
Guntur,Chilli,1073,28,63,May-23,108.5
Guntur,Chilli,1200,29,51,May-23,117.7
Guntur,Chilli,1058,31,68,May-23,114.7
Guntur,Chilli,835,23,65,Jun-23,131.6
Guntur,Chilli,715,21,60,Jun-23,121.7
Guntur,Chilli,869,20,56,Jun-23,125.5
Guntur,Chilli,1049,26,64,Jun-23,133.7
Guntur,Chilli,630,31,63,Jun-23,128.8
Guntur,Chilli,608,33,53,Jul-23,149
Guntur,Chilli,1089,23,64,Jul-23,143.9
Guntur,Chilli,867,30,62,Jul-23,150.1
Guntur,Chilli,1047,25,60,Jul-23,133.9
Guntur,Chilli,1039,32,70,Jul-23,140
Guntur,Chilli,1137,20,51,Aug-23,151.4
Guntur,Chilli,924,25,63,Aug-23,155.7
Guntur,Chilli,744,33,65,Aug-23,156.5
Guntur,Chilli,1017,30,55,Aug-23,142.4
Guntur,Chilli,601,23,61,Aug-23,149.5
Guntur,Chilli,1182,27,54,Sep-23,144.6
Guntur,Chilli,750,27,59,Sep-23,159
Guntur,Chilli,876,23,51,Sep-23,150.7
Guntur,Chilli,667,22,59,Sep-23,140.6
Guntur,Chilli,742,20,53,Sep-23,139.6
Guntur,Chilli,932,28,69,Oct-23,130
Guntur,Chilli,637,25,62,Oct-23,132
Guntur,Chilli,781,26,63,Oct-23,141.5
Guntur,Chilli,845,27,53,Oct-23,140.8
Guntur,Chilli,802,31,53,Oct-23,142.5
Guntur,Chilli,669,20,57,Nov-23,138.8
Guntur,Chilli,896,23,58,Nov-23,128.1
Guntur,Chilli,1175,30,69,Nov-23,119.4
Guntur,Chilli,1044,30,50,Nov-23,121.2
Guntur,Chilli,1138,33,70,Nov-23,133.5
Guntur,Chilli,1198,25,63,Dec-23,110.5
Guntur,Chilli,1061,20,52,Dec-23,117.2
Guntur,Chilli,1085,24,52,Dec-23,122.8
Guntur,Chilli,684,20,50,Dec-23,115.7
Guntur,Chilli,905,33,50,Dec-23,106.5
Guntur,Groundnut,656,26,58,Jan-19,78.49
Guntur,Groundnut,901,22,49,Jan-19,88.72
Guntur,Groundnut,963,23,47,Jan-19,85.52
Guntur,Groundnut,806,20,53,Jan-19,88.36
Guntur,Groundnut,959,20,60,Jan-19,81.07
Guntur,Groundnut,811,29,47,Feb-19,82.48
Guntur,Groundnut,791,20,50,Feb-19,77.89
Guntur,Groundnut,574,27,46,Feb-19,87.17
Guntur,Groundnut,826,27,41,Feb-19,83.73
Guntur,Groundnut,826,27,52,Feb-19,77.84
Guntur,Groundnut,642,25,51,Mar-19,72.07
Guntur,Groundnut,778,28,54,Mar-19,82.1
Guntur,Groundnut,848,28,55,Mar-19,75.24
Guntur,Groundnut,584,30,43,Mar-19,83.35
Guntur,Groundnut,882,29,41,Mar-19,77.45
Guntur,Groundnut,628,24,58,Apr-19,80.85
Guntur,Groundnut,689,26,46,Apr-19,82.52
Guntur,Groundnut,543,28,60,Apr-19,73.1
Guntur,Groundnut,849,27,45,Apr-19,75.31
Guntur,Groundnut,987,21,56,Apr-19,79.73
Guntur,Groundnut,889,24,41,May-19,75.34
Guntur,Groundnut,826,21,51,May-19,82.19
Guntur,Groundnut,996,30,44,May-19,69.56
Guntur,Groundnut,592,28,56,May-19,68.73
Guntur,Groundnut,728,26,44,May-19,78.39
Guntur,Groundnut,621,20,54,Jun-19,84.7
Guntur,Groundnut,907,21,55,Jun-19,71.89
Guntur,Groundnut,967,20,54,Jun-19,68.71
Guntur,Groundnut,874,20,41,Jun-19,84.23
Guntur,Groundnut,608,25,53,Jun-19,82.13
Guntur,Groundnut,881,25,48,Jul-19,79.11
Guntur,Groundnut,578,21,40,Jul-19,75.04
Guntur,Groundnut,666,29,56,Jul-19,75.31
Guntur,Groundnut,646,20,53,Jul-19,84.94
Guntur,Groundnut,575,24,43,Jul-19,76.2
Guntur,Groundnut,576,24,54,Aug-19,77.99
Guntur,Groundnut,965,26,43,Aug-19,84.85
Guntur,Groundnut,613,30,56,Aug-19,80.17
Guntur,Groundnut,690,30,56,Aug-19,78.39
Guntur,Groundnut,695,20,49,Aug-19,77.85
Guntur,Groundnut,546,30,44,Sep-19,90.49
Guntur,Groundnut,664,22,40,Sep-19,78.99
Guntur,Groundnut,530,25,41,Sep-19,90.35
Guntur,Groundnut,643,25,60,Sep-19,80.79
Guntur,Groundnut,1000,28,45,Sep-19,86.01
Guntur,Groundnut,537,29,59,Oct-19,85.47
Guntur,Groundnut,672,26,59,Oct-19,96.2
Guntur,Groundnut,637,22,56,Oct-19,79.9
Guntur,Groundnut,860,30,48,Oct-19,80.81
Guntur,Groundnut,944,27,47,Oct-19,81.63
Guntur,Groundnut,558,20,43,Nov-19,81.38
Guntur,Groundnut,557,20,44,Nov-19,84.22
Guntur,Groundnut,855,26,41,Nov-19,78.64
Guntur,Groundnut,665,29,41,Nov-19,86.15
Guntur,Groundnut,741,27,59,Nov-19,91.21
Guntur,Groundnut,836,28,50,Dec-19,74.98
Guntur,Groundnut,889,22,51,Dec-19,74.79
Guntur,Groundnut,692,21,56,Dec-19,83.9
Guntur,Groundnut,688,27,40,Dec-19,78.41
Guntur,Groundnut,772,25,56,Dec-19,75.36
Guntur,Groundnut,893,26,55,Jan-20,77.52
Guntur,Groundnut,771,21,45,Jan-20,86.68
Guntur,Groundnut,740,28,40,Jan-20,92.04
Guntur,Groundnut,590,20,54,Jan-20,93.13
Guntur,Groundnut,781,29,50,Jan-20,79.79
Guntur,Groundnut,906,30,44,Feb-20,80.42
Guntur,Groundnut,936,28,46,Feb-20,80.51
Guntur,Groundnut,530,26,41,Feb-20,82.34
Guntur,Groundnut,859,22,44,Feb-20,90.98
Guntur,Groundnut,574,26,54,Feb-20,90.5
Guntur,Groundnut,514,29,40,Mar-20,84.54
Guntur,Groundnut,519,29,47,Mar-20,79.44
Guntur,Groundnut,643,26,60,Mar-20,77.38
Guntur,Groundnut,885,22,47,Mar-20,74.6
Guntur,Groundnut,853,20,49,Mar-20,85.22
Guntur,Groundnut,909,30,47,Apr-20,74.99
Guntur,Groundnut,827,28,46,Apr-20,80.99
Guntur,Groundnut,732,30,58,Apr-20,67.81
Guntur,Groundnut,822,24,58,Apr-20,73.07
Guntur,Groundnut,580,28,58,Apr-20,76.78
Guntur,Groundnut,511,24,43,May-20,69.8
Guntur,Groundnut,637,22,40,May-20,69.75
Guntur,Groundnut,607,23,53,May-20,74.81
Guntur,Groundnut,550,30,41,May-20,74.26
Guntur,Groundnut,805,25,40,May-20,80.9
Guntur,Groundnut,695,22,57,Jun-20,77.77
Guntur,Groundnut,690,22,43,Jun-20,81.67
Guntur,Groundnut,616,25,53,Jun-20,78.29
Guntur,Groundnut,886,28,58,Jun-20,76.34
Guntur,Groundnut,770,30,59,Jun-20,71.07
Guntur,Groundnut,732,26,47,Jul-20,74.71
Guntur,Groundnut,735,20,45,Jul-20,79.04
Guntur,Groundnut,838,26,58,Jul-20,80.41
Guntur,Groundnut,595,28,46,Jul-20,87.53
Guntur,Groundnut,966,26,40,Jul-20,71.31
Guntur,Groundnut,514,27,46,Aug-20,87.01
Guntur,Groundnut,618,25,48,Aug-20,86.45
Guntur,Groundnut,514,21,57,Aug-20,79.48
Guntur,Groundnut,859,27,43,Aug-20,91.94
Guntur,Groundnut,853,27,48,Aug-20,84.42
Guntur,Groundnut,636,27,50,Sep-20,90.34
Guntur,Groundnut,944,25,52,Sep-20,92.68
Guntur,Groundnut,931,30,52,Sep-20,80.07
Guntur,Groundnut,585,21,57,Sep-20,91.23
Guntur,Groundnut,554,25,59,Sep-20,87.06
Guntur,Groundnut,638,27,55,Oct-20,85.87
Guntur,Groundnut,831,20,58,Oct-20,96
Guntur,Groundnut,785,22,50,Oct-20,84.57
Guntur,Groundnut,926,29,52,Oct-20,82.12
Guntur,Groundnut,534,29,55,Oct-20,83.82
Guntur,Groundnut,735,21,57,Nov-20,94.45
Guntur,Groundnut,604,25,56,Nov-20,81.18
Guntur,Groundnut,694,21,53,Nov-20,80.67
Guntur,Groundnut,633,30,45,Nov-20,93.7
Guntur,Groundnut,502,25,41,Nov-20,83.49
Guntur,Groundnut,964,28,50,Dec-20,81
Guntur,Groundnut,923,23,46,Dec-20,81.17
Guntur,Groundnut,592,20,43,Dec-20,75.37
Guntur,Groundnut,591,22,51,Dec-20,89.84
Guntur,Groundnut,946,24,52,Dec-20,75.26
Guntur,Groundnut,555,20,60,Jan-21,81.95
Guntur,Groundnut,595,22,49,Jan-21,78.68
Guntur,Groundnut,722,27,48,Jan-21,79.43
Guntur,Groundnut,893,21,44,Jan-21,78.82
Guntur,Groundnut,773,29,51,Jan-21,89.43
Guntur,Groundnut,575,21,44,Feb-21,82.79
Guntur,Groundnut,814,25,55,Feb-21,86.18
Guntur,Groundnut,740,28,41,Feb-21,83.65
Guntur,Groundnut,555,26,42,Feb-21,78.42
Guntur,Groundnut,914,23,43,Feb-21,80.94
Guntur,Groundnut,849,27,48,Mar-21,85.75
Guntur,Groundnut,816,22,55,Mar-21,84.59
Guntur,Groundnut,901,25,46,Mar-21,73.28
Guntur,Groundnut,853,30,52,Mar-21,72.44
Guntur,Groundnut,915,20,56,Mar-21,74.06
Guntur,Groundnut,798,27,41,Apr-21,81.94
Guntur,Groundnut,660,20,40,Apr-21,71.25
Guntur,Groundnut,535,23,52,Apr-21,68.51
Guntur,Groundnut,726,24,41,Apr-21,83.43
Guntur,Groundnut,569,26,41,Apr-21,77.21
Guntur,Groundnut,513,22,50,May-21,77.43
Guntur,Groundnut,968,21,54,May-21,69.31
Guntur,Groundnut,772,25,59,May-21,68.77
Guntur,Groundnut,787,28,42,May-21,72.52
Guntur,Groundnut,789,27,52,May-21,68
Guntur,Groundnut,842,28,60,Jun-21,76.55
Guntur,Groundnut,784,22,60,Jun-21,82.92
Guntur,Groundnut,994,24,57,Jun-21,71.36
Guntur,Groundnut,701,24,53,Jun-21,72.65
Guntur,Groundnut,534,21,47,Jun-21,72.16
Guntur,Groundnut,837,21,43,Jul-21,86.23
Guntur,Groundnut,625,29,48,Jul-21,83.47
Guntur,Groundnut,707,25,40,Jul-21,74.26
Guntur,Groundnut,775,28,52,Jul-21,73.74
Guntur,Groundnut,859,29,56,Jul-21,79.95
Guntur,Groundnut,906,26,60,Aug-21,84.74
Guntur,Groundnut,904,29,47,Aug-21,77.4
Guntur,Groundnut,966,21,40,Aug-21,90.11
Guntur,Groundnut,925,29,51,Aug-21,76.04
Guntur,Groundnut,723,22,52,Aug-21,82.79
Guntur,Groundnut,636,29,56,Sep-21,84.03
Guntur,Groundnut,808,25,51,Sep-21,77.47
Guntur,Groundnut,969,20,46,Sep-21,91.3
Guntur,Groundnut,818,24,58,Sep-21,85.03
Guntur,Groundnut,984,23,56,Sep-21,81.77
Guntur,Groundnut,707,29,49,Oct-21,91.53
Guntur,Groundnut,740,25,47,Oct-21,93.09
Guntur,Groundnut,965,22,43,Oct-21,87.03
Guntur,Groundnut,845,26,44,Oct-21,85.95
Guntur,Groundnut,899,20,54,Oct-21,91.72
Guntur,Groundnut,711,29,43,Nov-21,78.11
Guntur,Groundnut,580,23,59,Nov-21,82.8
Guntur,Groundnut,881,28,43,Nov-21,85.78
Guntur,Groundnut,860,29,45,Nov-21,77.62
Guntur,Groundnut,635,24,58,Nov-21,86.98
Guntur,Groundnut,816,26,43,Dec-21,78.26
Guntur,Groundnut,651,26,41,Dec-21,89.64
Guntur,Groundnut,996,21,53,Dec-21,88.26
Guntur,Groundnut,958,28,52,Dec-21,86.52
Guntur,Groundnut,988,25,59,Dec-21,78.35
Guntur,Groundnut,914,28,40,Jan-22,84.75
Guntur,Groundnut,803,24,40,Jan-22,80.63
Guntur,Groundnut,962,29,57,Jan-22,86.4
Guntur,Groundnut,636,24,51,Jan-22,91.98
Guntur,Groundnut,676,23,42,Jan-22,91.76
Guntur,Groundnut,652,27,55,Feb-22,78.56
Guntur,Groundnut,791,28,55,Feb-22,82.74
Guntur,Groundnut,737,21,59,Feb-22,77.74
Guntur,Groundnut,999,28,45,Feb-22,74.38
Guntur,Groundnut,986,30,54,Feb-22,77.85
Guntur,Groundnut,646,26,54,Mar-22,82.82
Guntur,Groundnut,793,28,44,Mar-22,73.55
Guntur,Groundnut,934,26,60,Mar-22,75.75
Guntur,Groundnut,724,20,49,Mar-22,73.46
Guntur,Groundnut,953,24,60,Mar-22,81.94
Guntur,Groundnut,928,23,44,Apr-22,70.9
Guntur,Groundnut,695,20,42,Apr-22,81.21
Guntur,Groundnut,713,29,43,Apr-22,69.93
Guntur,Groundnut,549,28,60,Apr-22,82.62
Guntur,Groundnut,947,27,43,Apr-22,69.47
Guntur,Groundnut,957,23,47,May-22,80.5
Guntur,Groundnut,895,26,60,May-22,71.14
Guntur,Groundnut,797,27,50,May-22,81.86
Guntur,Groundnut,898,25,56,May-22,70.05
Guntur,Groundnut,842,26,55,May-22,77.47
Guntur,Groundnut,899,24,45,Jun-22,72.46
Guntur,Groundnut,537,25,60,Jun-22,75.21
Guntur,Groundnut,949,23,44,Jun-22,74.66
Guntur,Groundnut,893,21,47,Jun-22,71.24
Guntur,Groundnut,727,27,53,Jun-22,74.55
Guntur,Groundnut,742,26,55,Jul-22,82.78
Guntur,Groundnut,618,30,56,Jul-22,85.58
Guntur,Groundnut,659,30,44,Jul-22,84.85
Guntur,Groundnut,801,23,40,Jul-22,84.79
Guntur,Groundnut,612,25,52,Jul-22,88.14
Guntur,Groundnut,851,27,44,Aug-22,86.89
Guntur,Groundnut,812,23,57,Aug-22,89.87
Guntur,Groundnut,735,21,60,Aug-22,83.06
Guntur,Groundnut,563,29,57,Aug-22,88.58
Guntur,Groundnut,545,27,51,Aug-22,82.37
Guntur,Groundnut,939,30,43,Sep-22,80.72
Guntur,Groundnut,656,23,53,Sep-22,84.14
Guntur,Groundnut,546,27,56,Sep-22,91.43
Guntur,Groundnut,768,26,43,Sep-22,79.79
Guntur,Groundnut,955,29,45,Sep-22,83.49
Guntur,Groundnut,603,28,52,Oct-22,85.89
Guntur,Groundnut,820,30,58,Oct-22,89.82
Guntur,Groundnut,899,20,56,Oct-22,91.52
Guntur,Groundnut,630,22,59,Oct-22,90.5
Guntur,Groundnut,569,27,55,Oct-22,79.99
Guntur,Groundnut,587,24,46,Nov-22,86.38
Guntur,Groundnut,816,24,56,Nov-22,90
Guntur,Groundnut,834,26,58,Nov-22,88.83
Guntur,Groundnut,570,25,60,Nov-22,77.33
Guntur,Groundnut,920,22,46,Nov-22,79.62
Guntur,Groundnut,558,26,47,Dec-22,82.62
Guntur,Groundnut,796,25,57,Dec-22,89.52
Guntur,Groundnut,518,28,52,Dec-22,90.35
Guntur,Groundnut,932,23,56,Dec-22,89.39
Guntur,Groundnut,822,26,45,Dec-22,87.47
Guntur,Groundnut,539,21,51,Jan-23,89.85
Guntur,Groundnut,718,29,46,Jan-23,81.4
Guntur,Groundnut,972,26,50,Jan-23,88.38
Guntur,Groundnut,854,21,44,Jan-23,79.02
Guntur,Groundnut,647,22,45,Jan-23,81.24
Guntur,Groundnut,980,24,52,Feb-23,79.77
Guntur,Groundnut,717,22,57,Feb-23,87.6
Guntur,Groundnut,889,29,47,Feb-23,79.87
Guntur,Groundnut,776,23,42,Feb-23,88.21
Guntur,Groundnut,710,30,53,Feb-23,89.57
Guntur,Groundnut,643,23,45,Mar-23,82.28
Guntur,Groundnut,532,20,60,Mar-23,84.57
Guntur,Groundnut,860,20,58,Mar-23,74.18
Guntur,Groundnut,993,26,48,Mar-23,80.95
Guntur,Groundnut,594,26,49,Mar-23,81
Guntur,Groundnut,958,29,54,Apr-23,73.06
Guntur,Groundnut,597,21,43,Apr-23,74.16
Guntur,Groundnut,556,22,49,Apr-23,74.52
Guntur,Groundnut,674,22,57,Apr-23,77.57
Guntur,Groundnut,546,23,47,Apr-23,70.65
Guntur,Groundnut,807,26,55,May-23,77.57
Guntur,Groundnut,734,23,58,May-23,67.37
Guntur,Groundnut,992,25,57,May-23,74.25
Guntur,Groundnut,785,22,54,May-23,72.51
Guntur,Groundnut,961,29,60,May-23,79.66
Guntur,Groundnut,975,21,43,Jun-23,76.69
Guntur,Groundnut,807,23,41,Jun-23,79.7
Guntur,Groundnut,881,29,59,Jun-23,69.68
Guntur,Groundnut,550,22,56,Jun-23,75.74
Guntur,Groundnut,608,26,44,Jun-23,72.82
Guntur,Groundnut,681,24,58,Jul-23,73.5
Guntur,Groundnut,619,26,46,Jul-23,81.11
Guntur,Groundnut,872,20,41,Jul-23,76.78
Guntur,Groundnut,879,21,60,Jul-23,85.47
Guntur,Groundnut,872,26,47,Jul-23,75.96
Guntur,Groundnut,634,26,60,Aug-23,80.1
Guntur,Groundnut,903,26,51,Aug-23,86.6
Guntur,Groundnut,989,22,43,Aug-23,78.37
Guntur,Groundnut,912,25,51,Aug-23,82.31
Guntur,Groundnut,707,24,51,Aug-23,89.63
Guntur,Groundnut,612,21,56,Sep-23,90.3
Guntur,Groundnut,554,29,44,Sep-23,85.83
Guntur,Groundnut,939,26,48,Sep-23,79.14
Guntur,Groundnut,688,29,43,Sep-23,88.08
Guntur,Groundnut,703,28,50,Sep-23,76.94
Guntur,Groundnut,764,29,58,Oct-23,94.72
Guntur,Groundnut,580,26,58,Oct-23,95.69
Guntur,Groundnut,571,20,51,Oct-23,96.36
Guntur,Groundnut,969,28,58,Oct-23,80
Guntur,Groundnut,782,28,57,Oct-23,82.4
Guntur,Groundnut,507,22,42,Nov-23,79.16
Guntur,Groundnut,656,30,51,Nov-23,76.08
Guntur,Groundnut,580,25,57,Nov-23,87.06
Guntur,Groundnut,744,23,59,Nov-23,80.69
Guntur,Groundnut,581,29,55,Nov-23,79.04
Guntur,Groundnut,528,23,47,Dec-23,85.8
Guntur,Groundnut,998,21,48,Dec-23,79.6
Guntur,Groundnut,664,24,55,Dec-23,79.72
Guntur,Groundnut,556,22,42,Dec-23,89.34
Guntur,Groundnut,798,30,59,Dec-23,83.34
Guntur,Maize,1059,20,62,Jan-19,59.78
Guntur,Maize,1182,30,70,Jan-19,60.7
Guntur,Maize,612,31,62,Jan-19,56.4
Guntur,Maize,777,25,68,Jan-19,58.7
Guntur,Maize,853,33,50,Jan-19,61.54
Guntur,Maize,697,26,50,Feb-19,61
Guntur,Maize,1030,23,56,Feb-19,58.36
Guntur,Maize,1129,27,63,Feb-19,58.6
Guntur,Maize,831,34,59,Feb-19,56.6
Guntur,Maize,977,20,64,Feb-19,56.27
Guntur,Maize,1075,27,60,Mar-19,58.6
Guntur,Maize,1083,27,67,Mar-19,55.62
Guntur,Maize,919,35,56,Mar-19,59.57
Guntur,Maize,1095,33,68,Mar-19,53.59
Guntur,Maize,1067,24,64,Mar-19,55.54
Guntur,Maize,641,23,69,Apr-19,57.97
Guntur,Maize,1199,33,50,Apr-19,57
Guntur,Maize,795,21,56,Apr-19,55.31
Guntur,Maize,698,22,65,Apr-19,55.72
Guntur,Maize,1179,24,57,Apr-19,58.51
Guntur,Maize,943,27,56,May-19,54.9
Guntur,Maize,625,23,61,May-19,58.45
Guntur,Maize,904,31,50,May-19,58.3
Guntur,Maize,778,31,52,May-19,55.71
Guntur,Maize,976,31,63,May-19,53.48
Guntur,Maize,1148,25,66,Jun-19,55.23
Guntur,Maize,1000,30,66,Jun-19,54.84
Guntur,Maize,678,27,70,Jun-19,54.32
Guntur,Maize,879,21,52,Jun-19,53.88
Guntur,Maize,690,33,66,Jun-19,56.32
Guntur,Maize,1057,35,50,Jul-19,60.49
Guntur,Maize,685,22,52,Jul-19,55.11
Guntur,Maize,869,35,51,Jul-19,56
Guntur,Maize,843,29,53,Jul-19,55.27
Guntur,Maize,1002,20,65,Jul-19,58.64
Guntur,Maize,655,34,67,Aug-19,56.44
Guntur,Maize,1073,22,58,Aug-19,57.55
Guntur,Maize,693,33,65,Aug-19,57.41
Guntur,Maize,1107,27,68,Aug-19,60.36
Guntur,Maize,774,26,58,Aug-19,61.25
Guntur,Maize,990,21,53,Sep-19,56.84
Guntur,Maize,835,33,61,Sep-19,58.56
Guntur,Maize,728,34,54,Sep-19,57.49
Guntur,Maize,1186,23,58,Sep-19,61.76
Guntur,Maize,890,30,56,Sep-19,61.05
Guntur,Maize,877,22,62,Oct-19,59.01
Guntur,Maize,1026,29,61,Oct-19,59.66
Guntur,Maize,682,23,69,Oct-19,58.67
Guntur,Maize,1035,27,61,Oct-19,61.16
Guntur,Maize,1028,32,61,Oct-19,59.93
Guntur,Maize,1144,24,69,Nov-19,58.82
Guntur,Maize,697,23,52,Nov-19,60.29
Guntur,Maize,751,31,69,Nov-19,58.48
Guntur,Maize,1039,30,63,Nov-19,59.12
Guntur,Maize,900,20,53,Nov-19,59.79
Guntur,Maize,943,25,67,Dec-19,60.49
Guntur,Maize,1191,20,52,Dec-19,59.43
Guntur,Maize,1005,24,50,Dec-19,59.07
Guntur,Maize,993,21,58,Dec-19,57.5
Guntur,Maize,887,24,53,Dec-19,59.43
Guntur,Maize,618,23,65,Jan-20,56.34
Guntur,Maize,1112,20,68,Jan-20,61.59
Guntur,Maize,621,25,65,Jan-20,58.8
Guntur,Maize,865,22,55,Jan-20,59.87
Guntur,Maize,650,20,59,Jan-20,61.05
Guntur,Maize,704,33,50,Feb-20,55.8
Guntur,Maize,618,24,69,Feb-20,57.01
Guntur,Maize,705,26,67,Feb-20,56.91
Guntur,Maize,875,30,64,Feb-20,58.4
Guntur,Maize,1062,20,69,Feb-20,56.93
Guntur,Maize,882,34,53,Mar-20,55.89
Guntur,Maize,938,22,51,Mar-20,58.61
Guntur,Maize,825,35,63,Mar-20,54.97
Guntur,Maize,679,35,57,Mar-20,55.43
Guntur,Maize,952,31,58,Mar-20,54.8
Guntur,Maize,974,22,55,Apr-20,54.1
Guntur,Maize,669,21,54,Apr-20,54.36
Guntur,Maize,1133,28,61,Apr-20,55.81
Guntur,Maize,769,23,52,Apr-20,55.03
Guntur,Maize,942,32,66,Apr-20,56.31
Guntur,Maize,600,35,65,May-20,57.25
Guntur,Maize,696,30,65,May-20,57.97
Guntur,Maize,687,29,63,May-20,52.41
Guntur,Maize,1079,26,67,May-20,54.4
Guntur,Maize,975,25,57,May-20,56.78
Guntur,Maize,862,24,56,Jun-20,53.83
Guntur,Maize,754,35,52,Jun-20,52.49
Guntur,Maize,1136,26,67,Jun-20,54.46
Guntur,Maize,714,23,66,Jun-20,56.02
Guntur,Maize,703,25,52,Jun-20,55.12
Guntur,Maize,864,20,51,Jul-20,56.43
Guntur,Maize,800,26,58,Jul-20,54.81
Guntur,Maize,910,23,56,Jul-20,56.13
Guntur,Maize,739,28,53,Jul-20,55.12
Guntur,Maize,643,31,62,Jul-20,58.87
Guntur,Maize,1078,25,55,Aug-20,59.42
Guntur,Maize,713,22,63,Aug-20,55.69
Guntur,Maize,771,24,57,Aug-20,61.21
Guntur,Maize,949,29,52,Aug-20,60.76
Guntur,Maize,907,25,66,Aug-20,54.78
Guntur,Maize,645,26,61,Sep-20,60.26
Guntur,Maize,1008,35,61,Sep-20,58.93
Guntur,Maize,692,20,61,Sep-20,62.8
Guntur,Maize,1126,27,63,Sep-20,58.97
Guntur,Maize,1152,30,59,Sep-20,55.73
Guntur,Maize,878,21,55,Oct-20,58.57
Guntur,Maize,830,29,59,Oct-20,57.96
Guntur,Maize,945,28,55,Oct-20,58.91
Guntur,Maize,643,26,67,Oct-20,63.94
Guntur,Maize,988,28,69,Oct-20,57.41
